country,name,address,sector,lat,lng
Cambodia,Injae Garment Co. Ltd.,"Toul Kor Village,St. 598 Sangkat Toul Sanke Khan Russey Keo,Phnom Penh",Apparel,11.5881713,104.8996818
China,Chung Tai Garment Factory,"(Block 4,5,7,8) Xinxing Industrial Zone C,Shu Tian Pu Village,Gongming Town",Apparel,35.86166,104.195397
China,Jung Myung Textile Co. Ltd.,"289 Jiefang West Road,Yuewang Industrial Zone,Shaowu City Fujian",Apparel,27.3596705,117.4643727
China,Longnan County Top Form Underwear,JIN TANG INDUSTRY PARK JIANGXI Jiangxi,Apparel,28.6741699,115.91004
China,Chaohu Galaxy Vegas Textile,"No 8,Jinchao Avenue,Heifei City,Anhui",Apparel,31.626075,117.910867
China,Zhejiang Jianlimei Knitting Clothing Co. Ltd.,"No. 78 Qiushi West Road,Yiwu City,Zhejiang",Apparel,29.31292,120.03759
China,Regina Miracle Intimate Apparel (Shenzhen Ltd.),"No.5 Cengyao Industrial Estate,Yulu,Gongming,Baoan,Shenzhen",Apparel,22.7489399,113.93588
El Salvador,Confecciones Del Valle,"KM 24 Carretera A Santa Ana,Colon",Apparel,13.707793,-89.3487791
El Salvador,F&D,ZONA FRANCA BUILDING 8 A & B SAN MARCOS,Apparel,13.6638852,-89.184883
India,SCM Garments Pvt. Ltd.,"S.F.40A,NG Palyampudur Pirivu Pudhupalyam Post Avinashi",Apparel,11.1729571,77.2686033
India,RR Garment,"SF No. 379/1,Aathupalayam Pirivu Road,Anupparpalayam,Tirupur-641652",Apparel,11.1475481,77.3165047
Indonesia,PT Sumber Mitra Gasutri,"Jalan Raya KeradenanPomad No.38 Bogor,16913,Kabupaten Bogor,Jawa- Barat",Apparel,-6.5224136,106.814534
Indonesia,PT Glory Industrial Semarang - Demak,"Jalan Raya Semarang- Demak KM 18,desa Dukun kec.Karang Tengah Kabupaten Demak",Apparel,-6.922132299999999,110.5867566
Indonesia,PT Glory Industrial Semarang II,"JL Coaster No.8 Block A11/A12A,B09/B10/B25/B26/B27 Kawasan Pemrosesan Ekspor(Export Processing Zone),Semarang",Apparel,-6.9483922,110.4281147
Indonesia,PT Daiwabo Garment Indonesia,"Jl. Raya Comal  Pemalang Km.15- Ujung Gede- Ampel Gading,Kab.Pemalang,Jawa Tengah",Apparel,-6.9088537,109.5214072
Indonesia,PT Star Alliance Intimates,"KAWASAN INDUSTRI CANDI X,BLOK V NO.8,Jl. Gatot Subroto,Ngaliyan,Central. 8 Semarang",Apparel,-6.9942606,110.3672564
Indonesia,PT Busanaremaja Agracipta,PT. Busana Remaja Agracipta,Apparel,-7.876748099999999,110.3215315
Jordan,Classic Fashion Apparel Industry Unit - II,"Al Hassan Industrial Estate,P.O. Box 54,Ramtha,Irbid",Apparel,32.5009223,36.0299444
Nicaragua,Centro Textile,"Km 124 Carretera hacia Leon,Chinandega,Zona Franca Zofric",Apparel,12.6234721,-87.1273253
Philippines,Quickstep Aparel Corp.,"Lot 81,RIS Industrial Complex,168 Mercado St.,Tabe,Guiguinto,Bulacan",Apparel,14.8328922,120.8844841
Philippines,World Wide Apparel Manufacturing,"San Miguel Compound Amante St. Brgy. Landayan,San Pedro Laguna 4023",Apparel,14.3602168,121.0601513
Sri Lanka,Unichela (PVT) Ltd. - Koggala,"Export Processing Zone,Koggala,Habaraduwa,Galle",Apparel,6.000704,80.3352364
Sri Lanka,Unichela PVt Ltd - Pannala Division,"Kuliyapitiya Road,Pannala,North Western Province Pannala",Apparel,7.3323183,80.0278438
Sri Lanka,Mas Active - Mamadala,"Pallerota,Mamadala,Nonagama",Apparel,6.159653899999999,80.974674
Thailand,Top Form Brassiere (Maesot) Co. Ltd.,"135,Moo 2,T. Maeku,A Maesot,Tak 63110",Apparel,16.6491234,98.5982823
Vietnam,Leader Garment Co. Ltd.,"Lot II-7 Hoa Phu IZ,Hoa Phu Commune,Long Ho District,Vinh Long",Apparel,10.1571394,105.9469986
Vietnam,Regina Miracle International (Vietnam),"No.9,East West Road,VSIP Hai Phong,Thuy Nguyen District,Dinh Vu-Cat Hai EZ",Apparel,20.8041045,106.9302268
Vietnam,Scavi Hue,"Phong Dien Industrial Zone,Phong Dien District,Thua Thien Hue",Apparel,16.5776559,107.3794578
Vietnam,Makalot Garment Co. Ltd. - MK2,"Thanh Hai Ward,Thanh Ha District,Hai Duong Province",Apparel,20.893975,106.3964218
