country,name,address,sector,lat,lng
Sri Lanka,MAS Active (Pvt) Ltd - Linea Intimo,"Lot 89 B.E.P.Z,Malwana",Apparel,6.9507844,80.0157449
Sri Lanka,MAS Active (Pvt) Ltd - Shadowline,"Lot No 53,Katunayake",Apparel,7.164073399999999,79.8852686
Sri Lanka,Quantum Clothing Lanka (Pvt) Ltd,"Moragahahena,Millewa",Apparel,6.784184,80.0541909
Sri Lanka,MAS Active (Pvt) Ltd - Contourline,"Pallekele lndustrial Park,Kandy",Apparel,7.2801042,80.7020359
Sri Lanka,MAS Active (Pvt) Ltd - Sleekline,"Plot 8,Malwatta EPP,Malwatta,Nittambuwa",Apparel,7.142363899999999,80.1037721
Taiwan,See Green Industrial Co. Ltd.,"NO.45,Dasi Rd.,Dacun Township,Chang Hwa 51543,Chang Hwa",Apparel,23.9910777,120.5394232
Turkey,Liberty Textiles and Seamless Wear,"Universite Mah. Baglar Yolu Cad. Sarigul Sok.,Avcilar/Istanbul",Apparel,40.9975529,28.7196859
USA,Nicewell Industry,"2411-C North Loma Ave,South El Monte",Apparel,34.0559004,-118.0695146
Vietnam,Maxport Limited Vietnam - Nam Dinh Branch - Maxport 6,"361 Nguyen Van Troi,Nang Tinh Ward,Nam Dinh Province",Apparel,20.4126921,106.1699397
Vietnam,Eclat Textile Co. Ltd. (Vietnam),"5A Road,Nhon Trach 2 Industrial Zone,Nhon Trach",Apparel,10.722889,106.9232179
Vietnam,Esprinta VN Co. Ltd,"Road 12,Song Than 2 Industrial Park,Di An",Apparel,10.9177067,106.7437961
Vietnam,Maxport Limited Viertnam - Thai Binh Branch - Maxport 9,"Lot 110.238,8M2,Tu Tan Ward,Thai Binh",Apparel,20.421327,106.2610404
Vietnam,Maxport Limited Vietnam - Nam Dinh - Maxport 5,"Lot No. 85,Map No. 44,Nam Dinh City",Apparel,20.4388225,106.1621053
Vietnam,E-TOP (Vietnam) Co.,"Lot VII-2 MY XUAN A2 Industrial Zone,Ba Ria",Apparel,10.6335408,107.0456348
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP8,"Lot with area of 51,765.9m2,Xuan Quang Industrial Cluster,Dong Hung District",Apparel,20.5640924,106.3699271
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP1,"Lot with area of 86,112.4m2,Nguyen Duc Canh Industrial Zone,Thai Binh City",Apparel,20.4664153,106.3438224
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP5,"Lots with areas of 91,046 m2 Vu Ninh Industrial Cluster,Kien Xuong District / Thai Binh Province",Apparel,20.4190116,106.3758145
Vietnam,Pungkook Bentre Co. Ltd,"Lot E4,E5,E10,E11 - Giao Long IP,Chau Thanh District",Apparel,10.3014784,106.4199755
Vietnam,Hung Way Co. Ltd,"Rd,Tan Thuan,Tan Thuan Export Processing Zone,Ho Chi Minh",Apparel,10.7513608,106.7405605
Vietnam,Youngone Nam Dinh Co. Ltd,"Hao Xa Industrial Park Lot O,P,Q,R,N6 Road,Nam Dinh City",Apparel,20.4221566,106.1531219
Vietnam,BI (VN) Co. Ltd.,"Fri Jan 01 1075 10:52:58 GMT+0300 (EAT),Zone 1,Thanh Xuan Ward,Ho Chi Minh",Apparel,10.8834303,106.6703963
Vietnam,Viet Thuan Joint Stock Company,"No P1,N5A Street,Nam Dinh City",Apparel,20.4226231,106.1398889
Vietnam,Pungkook Saigon ll,"Street 06,Song Than I IP,Di An District",Apparel,10.8779164,106.7511083
Vietnam,Youngone Hung Yen Company Limited,"Ta Thuong Hamlet,Chinh Nghia Commune,Kim Dong",Apparel,20.758529,106.0544659
