country,name,address,sector,lat,lng
Vietnam,EG Trading Joint Stock Company,"301 Vu Xuan Thieu Str.,Phuc Loi,Long Bien Dist.,Hanoi. Vietnam.",Apparel,21.0354941,105.9196518
Vietnam,VietNam Hakers Enterprise Co. Ltd.,"52D,Hamlet 1,Xuan Thoi Son Ward. District 12 Ho Chi Minh 70000. Vietnam.",Apparel,10.8410006,106.6241876
Vietnam,Eclat Textile Co. Ltd.,"5A road Nhon Trach 2  Inductrial Zone,Dong Nai province,Vietnam.",Apparel,10.722889,106.9232179
Vietnam,Starite Inernational Vietnam LTD.,"Bau Xeo Industrial Zone,Trang Bom District 81000. Vietnam.",Apparel,10.9571221,107.0308742
Vietnam,Ding Wang Garment Co. Ltd,"D9/37C An Phu Tay - Hung Long St,Area.4 Hung Long Ward,Binh Chanh Dist. Ho Chi Minh 70000. Vietnam",Apparel,10.6649203,106.6110073
Vietnam,Branch of Hanoi Textile & Garment JSC,"Dong Van II,Industrial Zone,Duy Tien,Ha Nam City,Vietnam",Apparel,20.626842,105.951554
Vietnam,Ever Win Vietnam Co Ltd,"F6 Viet Huong Industrial Zone No.13 National Road Thuan An Town,Vietnam 99222",Apparel,10.9429184,106.7088742
Vietnam,PNG Vietnam Co. Ltd.,"Km 52,Cam Thuong Industrial zone,Hai Duong City 34000,Vietnam",Apparel,20.9510914,106.3178987
Vietnam,BMD Printing Vina Co. Ltd.,"Lot D 11 CN,My Phuoc 2 Industrial,My Phuoc Ward. Ben Cat,Binh Duong 823100,Vietnam",Apparel,11.1396426,106.6122822
Vietnam,Branch of Garment 10 Corp JSC - Bim Son Garment,"Nguyen Hue street,Ngoc Trao Ward. Bim son,Thanh Hoa. Vietnam",Apparel,20.0815606,105.8563963
Vietnam,Excellent Texcreeners Co. Ltd.,"No. 29,Road 457,Cho Hamlet,Trung An Commune HCMC,Cu Chi. Vietnam",Apparel,10.9934615,106.5923269
Vietnam,Phu Hoa An Textile Garment Joing Stock Co.,"Phu Bai Industrial Zone,Phu Bai Ward,Huong Thuy Town Huong Thuy Town - Vietnam",Apparel,16.3833911,107.6941681
Vietnam,Kim Hoang Trading And Production Co. Ltd,"Phu Thi Industrial Park,Gia Lam Dist,Hanoi,Vietnam",Apparel,21.0218428,105.9729255
Vietnam,Keum Dan Vina Co. Ltd.,Phuoc Hai Area. Thai Hoa Ward. Tan Uyen Binh Duong Vietnam 590000,Apparel,10.9907961,106.7500025
Vietnam,DapCau Garment Joint Stock Company,"Quarter 6,Thi Cau Ward,Bacninh Town,Bacninh Provice,Vietnam",Apparel,21.1969959,106.0904471
Vietnam,United Sweethearts Garment Vietnam Co. Ltd.,"Road 10,Nhon Trach 1 Industrial Zone,Nhon Trach District. Dong Nai. Vietnam",Apparel,10.7337104,106.919308
Vietnam,DeYork Vietnam Co. Ltd.,"Suoi Cao,Phuc Dong Commune,Go Dau District,TayNinh Province. Vietnam.",Apparel,11.1402783,106.2757514
Vietnam,Pearl Vina Co. Ltd.,"Van Dinh Town,Ung Hoa District,Hanoi City,Vietnam.",Apparel,20.7337728,105.7704551
Vietnam,Pungkook Saigon Two Corporation,Vietnam.,Apparel,14.058324,108.277199
