country,name,address,sector,lat,lng
Bangladesh,Jinnat Knitwears Ltd. ,"Sardaganj, Kashimpur, Gazipur",Apparel,23.970545,90.2947322
India,Juseffex,"No. 26B, 15 &16, Sidco Industrial Estate Chennai, 600 098",Apparel,13.1137619,80.1779379
China,Kangshun Print,"216 Jixing Road Wuyuan Industrial Park, Wuyuan Town Haiyan ",Apparel,30.52572,120.94251
Bangladesh,Lammim Associates (Unit-2) ,"Bangabondhu Road, Tongabari, Ashulia, Savar, Dhaka, 1341",Apparel,23.896017,90.3229675
China,Langxi Yidele Garment Co. Ltd. (Simaite),"Xingfu Road, Dingbu Village, Meizhu Town, Langxi County, Xuancheng City, Anhui Province",Apparel,31.261022,119.211294
China,Leekwan Embroidery (Haining) Ltd. ,"No. 2 Hongqi Road, Maqiao Warp Knitting Industrial Zone Haining City, Zhejiang Province",Apparel,30.666533,120.610688
China,Long Hua Embroidery,"239 Chaoyang West Road, Wuyuan Town Haiyan ",Apparel,30.516,120.93483
China,Nantong Foremost Headwears Co. Ltd.,"No. 18 Foremost Road, QinZao Town, Gangzha District, Nantong 226008, Jiangsu",Apparel,32.06308,120.88896
China,Nantong Jackbeanie Headwear Garment Co. Ltd.,"No. 808, The Third Industry Park, Guoyuan Town, Rugao City Nantong",Apparel,32.172013,120.596047
China,NanTong JiLi Print and Embroidery Company,"No. 8, Ji Long Road, Rudong City ",Apparel,32.3311022,120.9064089
Bangladesh,Neo Fashion Ltd.,"Varari, Rajfulbaria, Savar, Dhaka-1340",Apparel,23.8127893,90.2573029
Turkey,Nersoy Tekstil San. Ve Tic. Ltd. Sti.,"Organize Sanayi Bolgesi 4, Nolu Cadde 1880 Parsel, Caycuma, Zonguldak",Apparel,41.4029709,32.1321931
China,Ningbo Holi Garments Co. Ltd.,"Shewang Industrial Zone, Chunhu Town, Fenghua City, Ningbo ",Apparel,29.56491999999999,121.52229
China,Ningbo Venux Apparel Co. Ltd.,"110 South Xiwu Road, Fenghua Ningbo, Zhejiang Province",Apparel,29.675642,121.479124
China,Pinghu Longtai Garments Co. Ltd.,"No.1 Dianchang Road, Zhapu Town, Pinghu City, Jiaxing, Zhejiang Province    ",Apparel,30.60364,121.09569
China,Pinghu Sensen Clothing Co. Ltd. ,"Zhangqiao Village, Caoqiao Street, Pinghu, Jiaxing City",Apparel,30.675715,120.994727
India,Ritu Textile,"1423/1425, Laxmi Industrial Complex Back Side Raghav Motor Service Station, Batala Road Amritsar, 143001",Apparel,31.653902,74.91540669999999
Vietnam,Saitex 2 Cutting & Sewing ,"Lot 225, Amata Industrial Park, Long Binh Ward, Bien Hoa City, Dong Nai Province",Apparel,10.9515949,106.8717362
Vietnam,Saitex 4 Laundry,"Lot 226/4, Amata Industrial Park, Long Binh Ward, Bien Hoa City, Dong Nai Province",Apparel,10.9515949,106.8717362
Vietnam,Saitex 5 Finishing,"Lot 224, Amata Industrial Park, Long Binh Ward, Bien Hoa City, Dong Nai Province",Apparel,10.9515949,106.8717362
China,ShaoXing City ShangYu Shuaite Garments Co. Ltd.,"Baiguan Industrial Park, Baiguan Street, Shangyu District, ShaoXing City",Apparel,30.03113,120.87256
Bangladesh,Square Fashions Ltd.,"Zamirdia, Habir Bari, Bhaluka, Mymensigh ",Apparel,24.2920231,90.3983829
Bangladesh,Square Fashions Unit 2,"Dhaka City Bypass Road, Vogra, Gazipur",Apparel,23.9772783,90.38059469999999
Morocco,Sun Belts Europe S.a.r.l.,"Zone Industrielle, Allée 01, Lot. 032, Tanger, Tangier-Tetouan",Apparel,35.7242252,-5.9062212
Bangladesh,Thanbee Print World Ltd.,"Sardagonj, Kashimpur, Gazipur",Apparel,23.970545,90.2947322
India,Thirumalai Embroidery,"No.33, Corporation Road, Perungudi, Chennai, 600 096 and No.14/2,3/3, Vedanthangal High Road, Kolambakkam Village, Kancheepuram Dist",Apparel,12.9547931,80.2388189
China,Together Garment Factory,"2/F, No. 132 Fucheng Avenue, Taicheng, Taishan City",Apparel,22.247824,112.806148
China,Tongxiang Miracle Knitting Factory Co. Ltd.,"No. 2 Industrial Area Economic Development Zone, Tongxiang Hangzhou, Zhejiang Province",Apparel,30.6307399,120.56432
Vietnam,Vert Fashion Company Ltd.,"Kim Trang Hamlet, Viet Lap Commune, Tan Yen District",Apparel,21.3346812,106.1360406
India,"White House, Embroidery and Printing Division","No. 88A, 1&2 Keelakottaiyur Village, Kelambakkam Road, Melakkotaiyur Post, Chengalpattu Taluk, Kancheepuram",Apparel,12.8364181,80.1553912
China,Xuzhou Yinmao Clothing Ltd. Co.,"No. 177 Xuhai RD, XinAn Town, XinYi City",Apparel,34.7281799,112.13242
China,Yangzhou City Jiangdu Rixing Garments Co. Ltd. ,"Renmin Road, Jiangdu District, Yangzhou City,Jiangsu Province,China",Apparel,31.74581,120.49155
China,Yangzhou Jinhong Garment Making Co. Ltd.,"West Fuming Street, Xinba Community, Lidian Town, Yangzhou",Apparel,32.321837,119.57887
China,Ying Si Fan Clothing Co. Ltd.,"Telegoal Industrial, Dong Yong Zhen, Guangzhou, GuangDong ",Apparel,22.88601,113.46382
China,Zhangjiagang City Sheng Yuan Knitting Clothing Co. Ltd.,"Jiangjia Road, Miaoqiao, Tangqiao Town, Zhangjiagang City",Apparel,31.81143,120.69867
China,Zhejiang Sanyuan Knitting Co. Ltd.,"Hongqifan (The Second Phase Industrial Zone), Fuchunjiang Town, Tonglu County Hangzhou ",Apparel,29.708845,119.650137
China,ZhongShan Easy On Garment Manufactory Co. Ltd.,"No. 9, Xingye Road, Xinxu District, Sanxiang Town, Zhongshan City, Guangdong Province",Apparel,22.47863,113.34341
China,ZhongShan Easy On Garment Manufactory Co. Ltd. Second Branch,"No. 6 Jinwan Road, Xinxu District, Sanxiang Town, Zhongshan City, Guangdong Province",Apparel,22.32506,113.46596
China,ZhuJi MingRun,"No. 75, Xiehe Road, West Development Zone, Taozhu Street, Zhuji city, Zhejiang Province",Apparel,29.72011,120.21608
