country,name,address,sector
El Salvador,Youngone El Salvador SA,"Zona Franca Internacional,Olocuilta",Apparel
Haiti,MAS Akansyel S.A,"Route de Caracol,No. 14,Caracol,Building C,Caracol",Apparel
Indonesia,PT Ungaran Sari Garments - Pringapus,"Jalan Raya Pringapus KM 5 - Kelurahan Pringapus,Kecamatan Pringapus,Kabupaten Semarang,Kabupaten Semarang",Apparel
Indonesia,PT Dragon Forever,"JI Belitung Blok D35/36,Jakarta Utara",Apparel
Indonesia,PT. Hand Sum Tex,"Jl,Mauk Km 3,Desa Geleong Bugel 8,Jakarta",Apparel
Israel,Delta Socks,"11 Hanapah Street,Karmiel",Apparel
Peru,Cititex,"5755 Los Estanos Street,Lima",Apparel
Peru,COFACO Industries SAC,"Ave. San Andres 6299,Lima",Apparel
Peru,Textil Del Valle S.A.,"Panamerica Sur Km. 200,Ica",Apparel
Philippines,Feeder Apparel Corp.,"Block C5,5th St. Cor. 2nd Ave. MEZ 1,Lapu-Lapu / Cebu",Apparel
Philippines,Charter Link Clark Inc. Philippines,"Panday Pira Ave. Ext. 1E1 Phase II Clark,Clarkfield",Apparel
Sri Lanka,MAS Active (Pvt) Ltd - Linea Intimo,"Lot 89 B.E.P.Z,Malwana",Apparel
Sri Lanka,MAS Active (Pvt) Ltd - Shadowline,"Lot No 53,Katunayake",Apparel
Sri Lanka,Quantum Clothing Lanka (Pvt) Ltd,"Moragahahena,Millewa",Apparel
Sri Lanka,MAS Active (Pvt) Ltd - Contourline,"Pallekele lndustrial Park,Kandy",Apparel
Sri Lanka,MAS Active (Pvt) Ltd - Sleekline,"Plot 8,Malwatta EPP,Malwatta,Nittambuwa",Apparel
Taiwan,See Green Industrial Co. Ltd.,"NO.45,Dasi Rd.,Dacun Township,Chang Hwa 51543,Chang Hwa",Apparel
Turkey,Liberty Textiles and Seamless Wear,"Universite Mah. Baglar Yolu Cad. Sarigul Sok.,Avcilar/Istanbul",Apparel
USA,Nicewell Industry,"2411-C North Loma Ave,South El Monte",Apparel
Vietnam,Maxport Limited Vietnam - Nam Dinh Branch - Maxport 6,"361 Nguyen Van Troi,Nang Tinh Ward,Nam Dinh Province",Apparel
Vietnam,Eclat Textile Co. Ltd. (Vietnam),"5A Road,Nhon Trach 2 Industrial Zone,Nhon Trach",Apparel
Vietnam,Esprinta VN Co. Ltd,"Road 12,Song Than 2 Industrial Park,Di An",Apparel
Vietnam,Maxport Limited Viertnam - Thai Binh Branch - Maxport 9,"Lot 110.238,8M2,Tu Tan Ward,Thai Binh",Apparel
Vietnam,Maxport Limited Vietnam - Nam Dinh - Maxport 5,"Lot No. 85,Map No. 44,Nam Dinh City",Apparel
Vietnam,E-TOP (Vietnam) Co.,"Lot VII-2 MY XUAN A2 Industrial Zone,Ba Ria",Apparel
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP8,"Lot with area of 51,765.9m2,Xuan Quang Industrial Cluster,Dong Hung District",Apparel
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP1,"Lot with area of 86,112.4m2,Nguyen Duc Canh Industrial Zone,Thai Binh City",Apparel
Vietnam,Manufacturing Sportwear Joint Stock Company - Thai Binh Branch - MXP5,"Lots with areas of 91,046 m2 Vu Ninh Industrial Cluster,Kien Xuong District / Thai Binh Province",Apparel
Vietnam,Pungkook Bentre Co. Ltd,"Lot E4,E5,E10,E11 - Giao Long IP,Chau Thanh District",Apparel
Vietnam,Hung Way Co. Ltd,"Rd,Tan Thuan,Tan Thuan Export Processing Zone,Ho Chi Minh",Apparel
Vietnam,Youngone Nam Dinh Co. Ltd,"Hao Xa Industrial Park Lot O,P,Q,R,N6 Road,Nam Dinh City",Apparel
Vietnam,BI (VN) Co. Ltd.,"Fri Jan 01 1075 10:52:58 GMT+0300 (EAT),Zone 1,Thanh Xuan Ward,Ho Chi Minh",Apparel
Vietnam,Viet Thuan Joint Stock Company,"No P1,N5A Street,Nam Dinh City",Apparel
Vietnam,Pungkook Saigon ll,"Street 06,Song Than I IP,Di An District",Apparel
Vietnam,Youngone Hung Yen Company Limited,"Ta Thuong Hamlet,Chinh Nghia Commune,Kim Dong",Apparel
