country,name,address,sector
CHINA,NINGBO HUIDUO WEAVING CO LTD,"XUEJIA INDUSTRIAL ZONE,GULIN TOWN,YINZHOU,NINGBO,ZHEJIANG,CHINA;",Apparel
CHINA,PAN AN WELLSUN ARTS & CRAFTS CO LTD,"NO. 30 GENXI ROAD,PAN AN COUNTY,ZHEJIANG PROVINCE,CHINA,YIWU,ZHEJIANG",Apparel
CHINA,PUJIANG KINGSHOW CARPET CO LTD,"NO.75-1 ZHEN PU ROAD,PU JIANG,ZHE JIANG,CHINA,PU JIANG,ZHE JIANG",Apparel
CHINA,RUGAO HONGTAI TEXTILE CO LTD,"JIANG'AN RUGAO CITY,JIANGSU PROVINCE,CHINA,RUGAO,JIANGSU,CHINA;",Apparel
CHINA,SHANGYU ARTS AND CRAFTS FACTORY,"NO 17 LANXIONGSHAN MIDDLE ROAD,LIANGHU INDUSTRY DISTRICT,SHANGYU,SHAOXING,ZHEJIANG,CHINA;",Apparel
CHINA,SHAOXING JINHAIMAN KNIT & GARMENT CO LTD,"48 XINGPU ROAD,SHAOXING,ZHEJIANG,CHINA;",Apparel
CHINA,SHUYANG OLMAR SHOES CO LTD,"SHIZI INDUSTRIAL PARK,SHUYANG,JIANGSU,CHINA;",Apparel
CHINA,SUNVIM GROUP CO LTD MILL 2,"NO.1 FURI STR.,GAOMI,SHANDONG,CHINA;",Apparel
CHINA,TAIZHOU JIAOJIANG ERQING EMBROIDERED ART CLOTHES FACTORY,"NO 1 HUANHE(N) ROAD BAISHULI INDUSTRIAL AREA,ZHANG AN STREET,JIAOJIA,TAIZHOU,ZHEJIANG,CHINA;",Apparel
CHINA,TONG XIANG ZHONG XIANG TEXTILES CO LTD,"223 FENGXIANG ROAD,TONGXIANG,ZHEJIANG,CHINA;",Apparel
CHINA,TONGCHENG FENGRUIDE HOUSEHOLD ARTICLES CO LTD,"QINGLONG VILLAGE,DAGUAN TOWN,TONGCHENG,ANHUI,CHINA;",Apparel
CHINA,WUXI PENGYU KNITTING CO LTD,"XITANG VILLAGE,QIANZHOU TOWN,WUXI,JIANGSU,CHINA;",Apparel
CHINA,XIANG TENG HOME TEXTILES FACTORY,"ECONOMICAL DEVELOPING ZONE,7 SOUTH XI KANG ROAD,DA FENG DISTRICT,YANCHENG,JIANGSU,CHINA;",Apparel
CHINA,YANGZHOU HENGTONG CAP & GLOVES CO LTD,"NO.18,JINSHAN ROAD,BALI TOWN,ECONOMIC & DEVELOPING AREA.,YANGZHOU,JIANGSU",Apparel
CHINA,YANTAI PACIFIC HOME FASHION FUSHAN MILL,"NO. 188,PUWAN STREET,FUSHAN DISTRICT YANTAI,YANTAI,SHANDONG,CHINA;",Apparel
CHINA,YUEYANG BAOLI TEXTILES CO LTD,"SHIFU INDUSTRIAL PARK,HUARONG COUNTY,YUEYANG,HUNAN,CHINA;",Apparel
CHINA,ZHANGJIAGANG SUNRISE HOME TEXTILE CO LTD,"NO.63 NORTH ROAD,FENGHUANG TOWN,ZHANGJIAGANG,JIANGSU,CHINA;",Apparel
CHINA,ZHAOYUAN CASTTE GARMENT CO LTD,"PANJIAJI VILLAGE,LINGLONG TOWN,ZHAOYUAN CITY,SHANDONG PROVINCE,ZHAOYUAN,SHANDONG",Apparel
CHINA,ZHEJIANG JINO TEXTILES CO LTD,"79 XINSI ROAD,HANGZHOU LINPING,HANGZHOU,ZHEJIANG,CHINA;",Apparel
CHINA,ZHEJIANG WEINA KNITTING INDUSTRIES CO LTD,"YIBEI INDUSTRIAL ZONE,SUXI TOWN,YIWU,ZHEJIANG,CHINA;",Apparel
INDIA,BALLYFABS INTERNATIONAL LTD,"3 HAREN MUKHERJEE ROAD,BELUR,HOWRAH,WEST BENGAL,INDIA;",Apparel
INDIA,JVS EXPORT,"MITPL,2,MITPL CAMPUS,BYE PASS ROAD T. VADIPATTI POST,MADURAI,TAMILNADU",Apparel
INDIA,MUTHU EXPORT HOUSE,"S.F.NO:366 / 1A,D.NO:25,PERIYAKULATHUPALAYAM,VENKAMEDU,KARUR,TAMILNADU",Apparel
INDIA,RIVIERA HOME FURNISHINGS PVT LTD,"PLOT NO 07 & 44,SECTOR 29,HUDA,PANIPAT,HARYANA",Apparel
INDIA,WELSPUN INDIA LTD,"WELSPUN CITY ANJAR - BHACHAU ROAD,ANJAR,GUJARAT,INDIA;",Apparel
