country,name,address,sector
CHINA,WANCORD GARMENT FACTORY LTD,"BLOCK A, 5/F, YUEGE STRUCTURE, YUCHENG NORTH ROAD WEST,□LUN JIAO TOWN, SHUNDE DISTRICT, FOSHAN,GUANGDONG, CHINA□",Apparel
CHINA,"SHANGHAI JINLIN TEXTILE CO., LTD","NO 1528 HUBIN ROAD, HUQIAO TOWN, FENGXIAN DISTRICT",Apparel
CHINA,EVER SMART INTERNATIONAL ENTERPRISE LTD.,"15TH FLOOR,B BUILDING,MINGFENG PLAZA.KANGLE SOUTH ROAD.HOUJIE TOWN,DONGGUAN CITY ,GUANGDONG PROVINCE,CHINA",Apparel
CHINA,"XINHUIFU SHOES&CLOTHING CO.,LTD","SHICHUN VILLAGE, CHIDIAN TOWN, QINGMENG SECOND ECONOMIC DEVELOPMENT ZONE,  QUANZHOU CITY, FUJIAN PROVINCE",Apparel
CHINA,"WENZHOU OUHAI LAOLAISI SHOES CO ., LTD","NO 26 HONGMEI ROAD OUHAI ECO DEV ZONE, WENZHOU",Apparel
CHINA,"JOHNWAY (NINGBO DEVIN INT CO.,LTD)","4F OF JIUXIN COPPER BUILDING, NO. 11 XIAZHOU, ZEGUO, □P.R. CHINA, 317500, WENLING",Apparel
CHINA,"CHANGZHOU ONLYONE FOOTWEAR CO.,LTD","1201 NO 107 MISHIHE ROAD,ZHONGLOU AREA,CHANGZHOU CITY, JIANGSU, CHINA",Apparel
CHINA,"ZHEJIANG GOODWILL CUNSUMABLE GOODS CO.,LTD","3--401 JINYAYUAN,XIANLINDONGEAST ROAD,YUHANG AREA,HANGZHOU,ZHEJIANG, CHINA",Apparel
CHINA,"SUPER TRADING&MANUFACTURING CO.,LTD","RM.514,INNOVATION PLAZA,TIANAN HI-TECH ECOLOGICAL PARK,555 PANYU RD. PANYU,GUANGZHUO,CHINA□",Apparel
CHINA,CORTINA CHINA OFFICE,"NIUDUN INDUSTRIAL AREA, HENGLI VILLEAGE, WANGNIUDUN TOWN, DONGGUAN,GUANGDONG",Apparel
CHINA,Y-JESSI,"NO.376-5 SHICHA ROAD，SHENMING INTERNATIONAL CENTER, GUANGZHOU, CHINA□",Apparel
CHINA,RUIAN XIBU SHOES FTY,"XINGLI INDUSTRIAL ZONE ,XIANJIANG TOWAN,RUI AN WENZHOU CITY ZHEJIANG PROVINCE□",Apparel
CHINA,SHARE SHOES,"RM A3-1, 5F BUILDING, NO.129 JUNYING PLAZA XI CHA RD, GUANGZHOU, CHINA 510407",Apparel
CHINA,"ZHEJIANG LAIMENG CHILDREN  SHOES CO.,LTD","NO. 2,CIFENG WEST ROAD,OUHAI ECONOMIC DEVLEOPMENT DISTRICT, WENZHOU,ZHEJIANG",Apparel
CHINA,JIALIANG,"FLOOR 6, NO.2, JINDU BUILDING,STREET 711,BAIZHANG EAST ROAD, NINGBO, ZHEJIANG",Apparel
CHINA,BEST FOOTWEAR,"RM310-311,BUILDING NO 3,XINGHUJIAJING,FENGHUA MANOR,LONGHU DISTRICT,SHANTOU,GUANGDONG,CHINA",Apparel
CHINA,"WENZHOU KAISHUO SHOES CO.,LTD","NO.288,YUELE WEST STREET,OUHAI DISTRICT, WENZHOU, ZHEJIANG",Apparel
CHINA,"YK SHOES CO., LTD","FLOOR 4, NO. 6 ,DALONG INDUSTRIAL PARK, SHIGU VILLAGE,NANCHENG DISTRICT, DONGGUAN CITY, CHINA",Apparel
CHINA,"TAIZHOU BAOLITE SHOES CO.,LTD","OUFENG ROAD, MUYU AREA,ZEGUO TOWN,WENLING ,WENZHOU CITY, ZHEJIANG PROVINCE",Apparel
CHINA,"YANTAI AUCAN FOOTWEAR CO.,LTD.","NO. 216 LONGMENXI ROAD,LAIYANG,SHANDONG,CHINA",Apparel
CHINA,"TAIZHOU HAISHEN.,LTD","NO 38,KANGDA ROAD,SANXI INDUSTRIAL,TAIZHOU,ZHEJIANG,CHINA",Apparel
CHINA,"JIANGSU ZHENHUA SHOES & CAPS CO.,LTD","26 EAST XINMIN ROAD,HUAIAN,JIANGSU,CHINA",Apparel
CHINA,"NEWINA INTERNATIONAL CO.,LTD","FLOOR 21, BOHAI CENTER, NO.83, FUZHOU SOUTH ROAD, SHINAN DISTRICT, QINGDAO ,SHANDONG.",Apparel
CHINA,"ZHEN JIANG DONG CHUANG FUR & LEATHER CO.,LTD","GAOQIAO TOWN, DANTU DISTRICT, ZHENJIANG CITY, JIANGSU PROVINCE.",Apparel
INDIA,"GEM AUSTRALIA MFG. CO. LTD. HK,","7/F PARK FOOK INDUSTRIAL BLDG,615-617 TAI NAN WEST STREET,CHEUNG SHA  WAN,   KOWLOON,HONG KONG.",Apparel
CHINA,SEASKY,"8#18092 D DISTRICT,RONGQIAO JINGJIANG,JIANGBING ROAD, FUZHOU WEST, FUJIAN PROVINCE",Apparel
CHINA,"DONGGUAN MEIQUAN SHOES CO.,LTD",AO TAI CROSS ROAD XU HUAN ROAD HOU JIE TOWN DONG GUAN CITY GUANG DONG PROVINCE CHINA,Apparel
CHINA,"DONGGUAN GUANYI FOOTWEAR CO.,LTD","NO.68-2 XINGYUAN ROAD, HOUJIE CUN, HOUJIE TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA",Apparel
INDIA,J M FOOTWEAR,"C-39, SITE - C, UPSIDC,INDUSTRIAL AREA SIKANDRA,AGRA-282007 (U.P) INDIA",Apparel
INDIA,CLARA SHOE,"S.F.NO.108/1 & 96/1,THUTHIPET,AMBUR-635802 AMBUR-635802(VELLORE DIST),TAMIL NADU-INDIA",Apparel
THAILAND,BASINI,"9-9/1 MOO 12 MALAIMAN ROAD, SRAPATTANA, KAMPANGSAN, NAKHONPTHOM 73180",Apparel
CHINA,"CHONGQING COMPAQ SHOES CO., LTD","2&3 FLOOR,NO.4 ,YUNYANG INDUSTRY AREA,CHONGQING CITY,SICHUANG",Apparel
INDONESIA,PT. SHOU FONG LASTINDO,JL. RAYA PANDEREJO DS. LEGOK – GEMPOL PASURUAN (67155) – JAWA TIMUR,Apparel
CHINA,"BAI NA SHOES INDUSTRY CO., LTD","BAOYI INDUSTRIAL ZONE,OUBEI TOWN,YONGJIA,ZHEJIANG PROVINCE",Apparel
CHINA,"PRESTAGE FOOTWEAR CO.,LTD","NO.28, YINYING ROAD, GAOYING DISTRICT, DALANG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA. P.S.#523771",Apparel
INDIA,GLOBAL FOOTWEAR,"A-5/1, 5/2, B-7/1, 7/2, EPIP SHASHTRIPURAM,AGRA-282007 (INDIA)",Apparel
INDIA,HTC,"AMMANANKUPPAM VILLAGE，R.S ROAD, GUDIYATTAM 632 803 (TN) INDIA",Apparel
BANGLADESH,LAIMAI FOOTWEAR LTD,"DHANPUR, CHAPAPUR,COMIILA-3500, BANGLADESH",Apparel
VIETNAM,"DUC THANH II CO., LTD.","PHU THANH -VINH THANH INDUSTRIAL ZONE , PHU THANH WARD ,□NHON TRACH DIST., DONG NAI PROVINCE, VIET NAM□",Apparel
CHINA,"ZHEN JIANG DONG CHUANG FUR & LEATHER CO.,LTD","GAOQIAO TOWN, DANTU DISTRICT, ZHENJIANG CITY, JIANGSU PROVINCE.",Apparel
CHINA,YOCKERS,"ROOM 2107-2108, A BLDG. PHASE III, LIJINGWAN,FUQIAO,LICHENG DISTRICT, QUANZHOU,FUJIAN,CHINA.",Apparel
CHINA,"ZHI XIN SHOES CO., LTD","#7 EAST ROAD, CHEN WU, HOU JIE, DONG GUAN, GUANG DONG, CHINA",Apparel
CHINA,DONGGUAN HOUJIE ZUSHANG FOOTWEAR,"LIANG WU BET ROAD，BAI HAO VILLAGE，HOU JIE TOWN,DONG GUAN CITY，GUANG DONG  PROVINCE",Apparel
CHINA,"BAI NA SHOES INDUSTRY CO.,LTD","BAOYI INDUSTRIAL ZONE,OUBEI TOWN,YONGJIA,WENZHOU,ZHEJIANG PROVINCE",Apparel
CHINA,DONG GUAN JIAYING SHOES LIMITED,"XINAN INDUSTRIAL DISTRICT, SHEJIE TOWN, DONGGUAN, GUANDONG, CHINA",Apparel
CHINA,LONGJUN SHOES LIMITED,"3 FLOOR,NO.4,B1 ZONE,PINGZHOU INDUSTRY AREA,NANHAI DISTRICT,FOSHAN CITY,GUANGDONG PRIVINCE ,CHINA",Apparel
CHINA,"WEHZHOU JIETU SHOES CO.,LTD","NO.8,SHUANGBAO WEST ROAD,OUHAI ECONOMY DEVELOPMENT ZONE,WENZHOU CITY,ZHEJIANG PROVINCE ,CHINA",Apparel
CHINA,"CHONGQING COMPAQ SHOES CO., LTD","2&3 FLOOR,NO.4 ,YUNYANG INDUSTRY AREA,CHONGQING CITY,SICHUANG",Apparel
CHINA,"DESAY GROUP CO., LTD.","NO.8 CUIBAI ROAD,OUHAI ECONOMIC DEVELOPMENT AREA.WENZHOU,CHINA",Apparel
CHINA,SHUANGLU SHOES FACTORY,"NO15,JINZHOU INDUSTRIAL ZONE,CAODI GUOXI STREET,OUHAI DISTRICT,WENZHOU,ZHEJIANG,CHINA",Apparel
CHINA,ZHEJIANG SEHGNDILUOLAN SHOE FACTORY,"NO 89, KUOCANGXI ROAD,ECONOMIC & DEVELOPMENT DISTRICT,WENZHOU,ZHEJIANG,CHINA",Apparel
CHINA,TUO LI SHOES FACTORY,"NO 38,KANGDA ROAD,SANXI INDUSTRIAL,OUHAI DISTRICT,WENZHOU,ZHEJIANG,CHINA",Apparel
CHINA,BAINA SHOES FACTORY,"OUBEIBAO ZONE,YONGJIA,WENZHOU,ZHEJIANG,CHINA.",Apparel
CHINA,"WENZHOU LIANGJIAN SHOES,CO.,LTD","4TH AND 5TH FLOOR,NO.13 BUILDING,JINAZHOU INDUSTRY PART,CAODAI VILLAGE, GUOXI TOWN,OUHAI DISTRICT,WENZHOU",Apparel
CHINA,"WENZHOU DINGFENG SHOES CO.,LTD.","PLOT 11 THIRF STAGE OF CHINA SHOES CAPITAL ,LUCHEN ,WENZHOU",Apparel
CHINA,"YIWADA SHOES CO., LTD","NO.5 PLOT SECOND SHOES CAPITAL,LUCHENG DISTRICT,WENZHOU CITY,ZHEJIANG PROVINCE,CHINA",Apparel
INDIA,MOHIB,"#18 SAMI STREET,PERIAMET,CHENGNAI-600 003(TAMIL NADU)-INDIA",Apparel
INDIA,NMZ,"67,E.V.K.SAMPATH ROAD,VEPERY,CHENNAI-600 007,INDIA",Apparel
INDIA,CLARA SHOE,"S.F.NO.108/1 & 96/1,THUTHIPET,AMBUR-635802 AMBUR-635802(VELLORE DIST),TAMIL NADU-INDIA",Apparel
INDIA,TMAR,"49,WUTHUCATTAN STREET,PERIAMET,CHENNAI 600 003.INDIA",Apparel
CHINA,"GUANGZHOU ZHISEN GARMENT CO.,LTD","XIZHOU VILLAGE(SHATIAN),XINTANG TOWN,ZENGCHENG DISTRICT,GUANGZHOU,GUANGDONG,CHINA",Apparel
CHINA,SHANDONG ASPOP COSTUMES GROUP INC.,"NO.188 GENGJIAO ROAD, HUANTAI COUNTY,ZIBO CITY SHANDONG PROVINCE CHINA",Apparel
CHINA,GENERAL PRODUCTS CO LTD,"LUNJIAO, LAI VILLAGE , SHUNDE DISTRICT,FOSHAN CITY,GUANGDONG",Apparel
CHINA,"NINGBO SEDUNO FASHION CO., LTD?","NO. 97 WUJIA ROAD, SEDUNO BUILDING HENGTONG PLAZA,HAISHU DISTRICT,NINGBO,Zhejiang Province, PRC",Apparel
CHINA,SITCOKNIT COMPANY LIMITED,"NO.1 FU WAH ROAD, XIAO LEK ESTATE,DONGFENG ZHEN, ZHONGSHAN CITY,GUANGDONG PROVINCE, CHINA",Apparel
CHINA,THE MASTER,"FENGTING INDUSTRIAL AREA,XIANYOU,PUTIAN,FUJIAN,CHINA",Apparel
CHINA,SENRONG,"FU ZHONG INDUSTRIAL PARK, CHENDAI, JIN JIANG CITY, FU JIAN PROVINCE    ",Apparel
CHINA,SEN NAN,"NO.32 FUKANG ROAD, HUOJIE TOWN,DONGGUAN,GUANGDONG",Apparel
CHINA,"JINGJIANG HESHI SHOES AND GARMENTS CO.LTD,","MEILING INDUSTRY ZONE,MEILING AREA,JINGJIANG,QUAN ZHOU,FUJIAN CHINA",Apparel
CHINA,"QUANZHOU XINXING FOOTWEAR CO., LTD","WUYI INDUSTIAL ZONE, BAIQI VILLAGE, HUI'AN COUNTY,QUANZHOU CITY, FUJIAN PROVINCE",Apparel
CHINA,"QUANZHOU HAIRUN SPORTING GOODS CO.,LTD","NO 128 NAHUA ROAD,NAPU LNDUSTRIAL, QUANZHOU CITY,FUJIAN PROVINCR,CHINA",Apparel
